         6359573 function calls (6209655 primitive calls) in 22.006 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _export_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:17(SymbolicContext)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:8(ExportTypes)
        1    0.000    0.000    0.000    0.000 _extension.py:1(<module>)
        1    0.000    0.000    0.023    0.023 _external_properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_properties.py:25(ExternalProperties)
        1    0.000    0.000    0.001    0.001 _external_property_file_reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.002    0.002 _external_property_file_references.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_references.py:15(ExternalPropertyFileReferences)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _fileno.py:1(<module>)
        1    0.000    0.000    0.040    0.040 _filters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fix.py:16(Fix)
        1    0.000    0.000    0.033    0.033 _flat_param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _flat_param.py:116(HandleShardingStrategy)
        1    0.000    0.000    0.000    0.000 _flat_param.py:134(ParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:142(SharedParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:160(_ShardParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:175(FlatParamShardMetadata)
        1    0.000    0.000    0.000    0.000 _flat_param.py:197(_FlatParameterMeta)
        1    0.000    0.000    0.001    0.001 _flat_param.py:207(FlatParameter)
        1    0.000    0.000    0.001    0.001 _flat_param.py:449(FlatParamHandle)
        1    0.000    0.000    0.233    0.233 _flexible_runner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _flexible_runner.py:42(FlexibleRunner)
        1    0.000    0.000    0.105    0.105 _fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _fontconfig_pattern.py:55(_make_fontconfig_parser)
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
       10    0.000    0.000    0.011    0.001 _fontconfig_pattern.py:77(parse_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 _foreach_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fourier.py:1(<module>)
        1    0.000    0.000    0.041    0.041 _freeze.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _fsdp_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_extensions.py:16(FSDPExtensions)
        2    0.000    0.000    0.008    0.004 _funcs.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _funcs.py:20(_public_functions)
      213    0.000    0.000    0.000    0.000 _funcs.py:21(is_public_function)
        1    0.000    0.000    0.000    0.000 _funcs.py:53(IndexExpression)
        2    0.000    0.000    0.000    0.000 _funcs.py:61(__init__)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _functional.py:1(<module>)
        1    0.000    0.000    0.872    0.872 _functional_collectives.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:538(AsyncCollectiveTensor)
        1    0.000    0.000    0.857    0.857 _functional_collectives.py:891(_register_ops)
        1    0.000    0.000    0.000    0.000 _functional_collectives_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional_collectives_impl.py:63(_WaitRegistration)
        1    0.000    0.000    0.004    0.004 _functional_pil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _functional_tensor.py:1(<module>)
        2    0.000    0.000    0.072    0.036 _functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functions.py:10(Broadcast)
        1    0.000    0.000    0.000    0.000 _functions.py:186(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 _functions.py:280(BackwardHookFunction)
        1    0.000    0.000    0.000    0.000 _functions.py:37(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:85(Scatter)
        2    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
       37    0.000    0.000    0.021    0.001 _functools.py:75(wrapper)
        4    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
      166    0.000    0.000    0.002    0.000 _functools.py:89(pass_none)
      166    0.000    0.000    0.002    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        2    0.000    0.000    0.005    0.003 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:15(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 _globals.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.004    0.004 _graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _graph.py:17(Graph)
        1    0.000    0.000    0.001    0.001 _graph_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.011    0.011 _guards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _guards.py:128(GuardBuilderBase)
        1    0.000    0.000    0.000    0.000 _guards.py:132(ShapeGuard)
        1    0.000    0.000    0.000    0.000 _guards.py:137(Guard)
        1    0.000    0.000    0.000    0.000 _guards.py:299(GuardEnvExpr)
        1    0.000    0.000    0.000    0.000 _guards.py:310(DuplicateInputs)
        1    0.000    0.000    0.000    0.000 _guards.py:332(Checkpointable)
        1    0.000    0.000    0.000    0.000 _guards.py:342(GuardsCheckpointState)
        1    0.000    0.000    0.000    0.000 _guards.py:368(ModuleContextCheckpointState)
        1    0.000    0.000    0.000    0.000 _guards.py:390(ModuleContext)
        1    0.000    0.000    0.000    0.000 _guards.py:402(GlobalContextCheckpointState)
        1    0.000    0.000    0.000    0.000 _guards.py:424(GlobalContext)
        1    0.000    0.000    0.000    0.000 _guards.py:467(GuardsSet)
        1    0.000    0.000    0.000    0.000 _guards.py:507(GuardsContext)
        1    0.000    0.000    0.000    0.000 _guards.py:53(CompileId)
        1    0.000    0.000    0.000    0.000 _guards.py:542(CompileContext)
        1    0.000    0.000    0.000    0.000 _guards.py:574(TracingContext)
        1    0.000    0.000    0.000    0.000 _guards.py:66(TraceId)
        1    0.000    0.000    0.000    0.000 _guards.py:780(Source)
        1    0.000    0.000    0.000    0.000 _guards.py:79(GuardSource)
        1    0.000    0.000    0.000    0.000 _guards.py:811(ChainedSource)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _hook_iterator.py:1(<module>)
       27    0.000    0.000    0.004    0.000 _hook_iterator.py:106(hook_iterator)
       27    0.000    0.000    0.000    0.000 _hook_iterator.py:118(IteratorDecorator)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:8(_SnapshotState)
        1    0.000    0.000    0.000    0.000 _import_utils.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _import_utils.py:21(dill_available)
        1    0.000    0.000    0.000    0.000 _import_utils.py:30(import_dill)
        1    0.000    0.000    0.005    0.005 _import_utils.py:7(_check_module_exists)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:31(IndexMixin)
        1    0.000    0.000    0.179    0.179 _infra.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _infra.py:13(Level)
        1    0.000    0.000    0.000    0.000 _infra.py:135(Location)
        1    0.000    0.000    0.000    0.000 _infra.py:163(StackFrame)
        1    0.000    0.000    0.000    0.000 _infra.py:172(Stack)
        1    0.000    0.000    0.000    0.000 _infra.py:189(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 _infra.py:207(Graph)
        1    0.000    0.000    0.000    0.000 _infra.py:227(RuleCollection)
        1    0.000    0.000    0.000    0.000 _infra.py:231(__post_init__)
        1    0.000    0.000    0.000    0.000 _infra.py:233(<setcomp>)
        1    0.000    0.000    0.000    0.000 _infra.py:263(Invocation)
        1    0.000    0.000    0.000    0.000 _infra.py:270(DiagnosticOptions)
        1    0.000    0.000    0.000    0.000 _infra.py:45(Tag)
        1    0.000    0.000    0.000    0.000 _infra.py:49(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 _infra.py:64(Rule)
       13    0.000    0.000    0.000    0.000 _infra.py:74(from_sarif)
        1    0.000    0.000    0.037    0.037 _init_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      605    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       30    0.000    0.000    0.001    0.000 _inspect.py:140(formatargspec)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      586    0.003    0.000    0.003    0.000 _inspect.py:65(getargs)
      605    0.001    0.000    0.005    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:570(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:616(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:637(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:669(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:696(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:724(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:757(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:792(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:807(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:822(IdentityOperator)
        3    0.000    0.000    0.006    0.002 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:1016(LazyString)
       21    0.000    0.000    0.000    0.000 _internal.py:107(register_artifact_log)
        3    0.000    0.000    0.000    0.000 _internal.py:114(get_log_qnames)
        3    0.000    0.000    0.000    0.000 _internal.py:115(<setcomp>)
        2    0.000    0.000    0.000    0.000 _internal.py:121(get_artifact_log_qnames)
        1    0.000    0.000    0.000    0.000 _internal.py:124(get_child_log_qnames)
       25    0.000    0.000    0.000    0.000 _internal.py:127(is_off_by_default)
        1    0.000    0.000    0.000    0.000 _internal.py:131(LogState)
       25    0.000    0.000    0.000    0.000 _internal.py:142(is_artifact_enabled)
        1    0.000    0.000    0.000    0.000 _internal.py:151(get_log_level_pairs)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
       49    0.000    0.000    0.003    0.000 _internal.py:24(inner)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
       49    0.000    0.000    0.000    0.000 _internal.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:37(LogRegistry)
       12    0.000    0.000    0.000    0.000 _internal.py:486(register_log)
       26    0.000    0.000    0.000    0.000 _internal.py:496(register_artifact)
       21    0.000    0.000    0.001    0.000 _internal.py:513(getArtifactLogger)
       25    0.000    0.000    0.000    0.000 _internal.py:536(configure_artifact_log)
        1    0.000    0.000    0.000    0.000 _internal.py:616(_Stream)
        1    0.000    0.000    0.000    0.000 _internal.py:695(_update_log_state_from_env)
        1    0.000    0.000    0.000    0.000 _internal.py:716(TorchLogsFormatter)
        2    0.000    0.000    0.000    0.000 _internal.py:717(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:791(_default_formatter)
       49    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
       17    0.000    0.000    0.001    0.000 _internal.py:804(_setup_handlers)
       18    0.000    0.000    0.000    0.000 _internal.py:816(_track_handler)
       12    0.000    0.000    0.000    0.000 _internal.py:82(register_log)
       18    0.000    0.000    0.000    0.000 _internal.py:826(_clear_handlers)
       18    0.000    0.000    0.000    0.000 _internal.py:827(<listcomp>)
        1    0.000    0.000    0.002    0.002 _internal.py:832(_reset_logs)
        1    0.000    0.000    0.004    0.004 _internal.py:861(_init_logs)
       52    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
       26    0.000    0.000    0.000    0.000 _internal.py:88(register_artifact_name)
       86    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:923(LazyTraceHandler)
        1    0.000    0.000    0.000    0.000 _internal.py:926(__init__)
        1    0.000    0.000    0.000    0.000 _internally_replaced_utils.py:1(<module>)
        4    0.000    0.000    0.006    0.001 _internally_replaced_utils.py:25(_get_extension_path)
        1    0.000    0.000    0.000    0.000 _internals.py:1(<module>)
        1    0.000    0.000    0.331    0.331 _interpolation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _invocation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _invocation.py:17(Invocation)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:6(_InsertPoint)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
      165    0.001    0.000    0.021    0.000 _itertools.py:4(unique_everseen)
        1    0.000    0.000    0.126    0.126 _jit_internal.py:1(<module>)
      694    0.001    0.000    0.002    0.000 _jit_internal.py:1005(is_list)
      595    0.001    0.000    0.002    0.000 _jit_internal.py:1018(is_dict)
     1120    0.001    0.000    0.002    0.000 _jit_internal.py:1031(is_union)
      579    0.001    0.000    0.003    0.000 _jit_internal.py:1042(is_optional)
      579    0.000    0.000    0.001    0.000 _jit_internal.py:1046(is_optional_as_optional)
       42    0.000    0.000    0.000    0.000 _jit_internal.py:1053(is_union_as_optional)
1153/1131    0.001    0.000    0.009    0.000 _jit_internal.py:106(lookupInModule)
      537    0.001    0.000    0.002    0.000 _jit_internal.py:1060(is_future)
      537    0.000    0.000    0.001    0.000 _jit_internal.py:1070(is_await)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1108(BroadcastingListCls)
       76    0.000    0.000    0.000    0.000 _jit_internal.py:1109(__getitem__)
       46    0.000    0.000    0.000    0.000 _jit_internal.py:1120(is_scripting)
 1131/942    0.007    0.000    0.019    0.000 _jit_internal.py:114(parseNestedExpr)
      330    0.002    0.000    0.005    0.000 _jit_internal.py:1143(_qualified_name)
       58    0.000    0.000    0.000    0.000 _jit_internal.py:1213(_try_get_dispatched_fn)
      105    0.000    0.000    0.000    0.000 _jit_internal.py:1325(_is_exception)
      942    0.001    0.000    0.020    0.000 _jit_internal.py:142(parseExpr)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1460(_TensorExtractor)
      942    0.001    0.000    0.021    0.000 _jit_internal.py:158(<lambda>)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:161(createResolutionCallbackFromFrame)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:199(env)
      426    0.001    0.000    0.003    0.000 _jit_internal.py:200(__getattr__)
       53    0.000    0.000    0.000    0.000 _jit_internal.py:211(get_closure)
       47    0.000    0.000    0.002    0.000 _jit_internal.py:269(createResolutionCallbackFromClosure)
       47    0.000    0.000    0.000    0.000 _jit_internal.py:276(closure_lookup)
      705    0.001    0.000    0.001    0.000 _jit_internal.py:279(__getattr__)
       48    0.000    0.000    0.001    0.000 _jit_internal.py:291(can_compile_class)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:308(<listcomp>)
       12    0.000    0.000    0.000    0.000 _jit_internal.py:343(get_annotation_str)
        6    0.000    0.000    0.007    0.001 _jit_internal.py:365(get_type_hint_captures)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:391(<dictcomp>)
        2    0.000    0.000    0.007    0.003 _jit_internal.py:447(createResolutionCallbackForClassMethods)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:454(<listcomp>)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:462(<listcomp>)
       16    0.000    0.000    0.000    0.000 _jit_internal.py:469(lookup_in_class)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:478(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:527(FunctionModifiers)
       40    0.000    0.000    0.000    0.000 _jit_internal.py:543(export)
       50    0.000    0.000    0.000    0.000 _jit_internal.py:589(unused)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:644(_IgnoreContextManager)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:652(ignore)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:755(_drop)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:760(_copy_to_script_wrapper)
       44    0.000    0.000    0.000    0.000 _jit_internal.py:778(should_drop)
       95    0.000    0.000    0.001    0.000 _jit_internal.py:785(is_ignored_fn)
       22    0.000    0.000    0.000    0.000 _jit_internal.py:794(_is_drop_fn)
       50    0.000    0.000    0.001    0.000 _jit_internal.py:799(is_static_fn)
      161    0.000    0.000    0.001    0.000 _jit_internal.py:807(get_torchscript_modifier)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:82(SourceLoader)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:83(__init__)
       28    0.000    0.000    0.077    0.003 _jit_internal.py:860(_check_overload_body)
       28    0.000    0.000    0.000    0.000 _jit_internal.py:873(is_pass)
       20    0.000    0.000    0.060    0.003 _jit_internal.py:888(_overload)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:89(get_source)
       94    0.000    0.000    0.000    0.000 _jit_internal.py:900(_get_fn_overloads)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:908(get_class_name_lineno)
        8    0.000    0.000    0.018    0.002 _jit_internal.py:941(_overload_method)
       55    0.000    0.000    0.001    0.000 _jit_internal.py:96(createResolutionCallbackFromEnv)
      700    0.001    0.000    0.003    0.000 _jit_internal.py:991(is_tuple)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.091    0.091 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.001    0.001 _lazy_graph_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:61(_LazyGraphModule)
        1    0.000    0.000    0.005    0.005 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 _lil.py:492(lil_array)
        1    0.000    0.000    0.000    0.000 _lil.py:557(lil_matrix)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:7(_FreeEventQueue)
        1    0.000    0.000    0.001    0.001 _linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:24(EighResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:28(QRResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:32(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:36(SVDResult)
        1    0.000    0.000    0.000    0.000 _linalg_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _load_gpu_decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:257(LOBPCGAutogradFunction)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:692(LOBPCG)
        1    0.000    0.000    0.008    0.008 _location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.001    0.001 _location_relationship.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.035    0.035 _log_render.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _log_render.py:14(LogRender)
        1    0.000    0.000    0.001    0.001 _logical_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _loop.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _lowrank.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.010    0.010 _make.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _make.py:1013(add_repr)
       14    0.000    0.000    0.000    0.000 _make.py:1031(_make_getstate_setstate)
       39    0.000    0.000    0.000    0.000 _make.py:1036(<genexpr>)
       14    0.000    0.000    0.003    0.000 _make.py:1076(add_hash)
       15    0.000    0.000    0.002    0.000 _make.py:1088(add_init)
       15    0.000    0.000    0.000    0.000 _make.py:1108(add_match_args)
       40    0.000    0.000    0.000    0.000 _make.py:1109(<genexpr>)
       14    0.000    0.000    0.002    0.000 _make.py:1135(add_eq)
       14    0.000    0.000    0.001    0.000 _make.py:1145(add_order)
       70    0.000    0.000    0.000    0.000 _make.py:1148(<genexpr>)
       15    0.000    0.000    0.000    0.000 _make.py:1155(add_setattr)
      115    0.001    0.000    0.001    0.000 _make.py:1190(_add_method_dunders)
       15    0.000    0.000    0.000    0.000 _make.py:1209(_determine_attrs_eq_order)
       79    0.000    0.000    0.000    0.000 _make.py:1237(_determine_attrib_eq_order)
      108    0.000    0.000    0.000    0.000 _make.py:1246(decide_callable_or_boolean)
       75    0.000    0.000    0.000    0.000 _make.py:1280(_determine_whether_to_implement)
       15    0.000    0.000    0.000    0.000 _make.py:1306(attrs)
       15    0.000    0.000    0.014    0.001 _make.py:1608(wrap)
       10    0.000    0.000    0.000    0.000 _make.py:1725(_has_frozen_base_class)
       53    0.000    0.000    0.000    0.000 _make.py:1733(_generate_unique_filename)
       16    0.002    0.000    0.003    0.000 _make.py:1743(_make_hash)
       54    0.000    0.000    0.000    0.000 _make.py:1744(<genexpr>)
       16    0.000    0.000    0.000    0.000 _make.py:1769(append_hash_computation_lines)
        2    0.000    0.000    0.001    0.000 _make.py:1814(_add_hash)
       17    0.000    0.000    0.000    0.000 _make.py:1822(_make_ne)
       17    0.000    0.000    0.003    0.000 _make.py:1841(_make_eq)
       17    0.000    0.000    0.000    0.000 _make.py:1845(<listcomp>)
       14    0.000    0.000    0.000    0.000 _make.py:1881(_make_order)
       14    0.000    0.000    0.000    0.000 _make.py:1885(<listcomp>)
        3    0.000    0.000    0.001    0.000 _make.py:1937(_add_eq)
        5    0.000    0.000    0.001    0.000 _make.py:1950(_make_repr)
       39    0.000    0.000    0.000    0.000 _make.py:1955(<genexpr>)
        5    0.000    0.000    0.000    0.000 _make.py:1960(<dictcomp>)
        3    0.000    0.000    0.001    0.000 _make.py:2007(_add_repr)
       15    0.000    0.000    0.002    0.000 _make.py:2113(_make_init)
       11    0.000    0.000    0.000    0.000 _make.py:2192(_setattr)
       13    0.000    0.000    0.000    0.000 _make.py:2211(_assign)
        1    0.000    0.000    0.000    0.000 _make.py:2222(_assign_with_converter)
       15    0.000    0.000    0.000    0.000 _make.py:2237(_attrs_to_init_script)
       51    0.000    0.000    0.000    0.000 _make.py:2527(_default_init_alias_for)
        1    0.000    0.000    0.000    0.000 _make.py:2538(Attribute)
       54    0.000    0.000    0.000    0.000 _make.py:2602(__init__)
       25    0.000    0.000    0.001    0.000 _make.py:2660(from_counting_attr)
       25    0.000    0.000    0.000    0.000 _make.py:2668(<dictcomp>)
       25    0.000    0.000    0.001    0.000 _make.py:2691(evolve)
       25    0.000    0.000    0.000    0.000 _make.py:2709(__getstate__)
      450    0.000    0.000    0.000    0.000 _make.py:2713(<genexpr>)
       25    0.000    0.000    0.000    0.000 _make.py:2718(__setstate__)
       50    0.000    0.000    0.000    0.000 _make.py:2724(_setattrs)
        1    0.000    0.000    0.000    0.000 _make.py:2738(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:2758(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:2760(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:2764(_CountingAttr)
       10    0.000    0.000    0.000    0.000 _make.py:2792(<genexpr>)
       25    0.000    0.000    0.000    0.000 _make.py:2842(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:2914(Factory)
        1    0.000    0.000    0.000    0.000 _make.py:2949(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:3049(_AndValidator)
       69    0.000    0.000    0.008    0.000 _make.py:313(_compile_and_eval)
       53    0.000    0.000    0.006    0.000 _make.py:321(_make_method)
       16    0.000    0.000    0.002    0.000 _make.py:350(_make_attr_tuple_class)
       30    0.000    0.000    0.000    0.000 _make.py:409(_has_own_attribute)
       15    0.000    0.000    0.000    0.000 _make.py:425(_get_annotations)
       15    0.000    0.000    0.000    0.000 _make.py:466(_collect_base_attrs_broken)
       15    0.000    0.000    0.004    0.000 _make.py:494(_transform_attrs)
       40    0.000    0.000    0.000    0.000 _make.py:541(<genexpr>)
       25    0.000    0.000    0.000    0.000 _make.py:546(<lambda>)
       15    0.000    0.000    0.001    0.000 _make.py:549(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:56(_Nothing)
       15    0.000    0.000    0.000    0.000 _make.py:562(<setcomp>)
